jugador,posicion,seleccion,edad,anio_nacimiento,partidos_jugados,minutos,minutos_por_partido,pct_minutos_equipo,partidos_90,titularidades,minutos_por_titularidad,partidos_completos,apariciones_suplente,minutos_por_sustitucion,suplente_no_utilizado,puntos_por_partido,goles_favor_en_cancha,goles_contra_en_cancha,diferencial,diferencial_por90,diferencial_neto_con_sin,id_jugador,club,goles,asistencias,goles_mas_asistencias,goles_sin_penal,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,goles_por90,asistencias_por90,goles_asist_por90,goles_sin_penal_por90,goles_asist_sin_penal_por90,disparos,disparos_arco,pct_disparos_arco,disparos_por90,disparos_arco_por90,goles_por_disparo,goles_por_disparo_arco,doble_amarilla,faltas_cometidas,faltas_recibidas,offsides,centros,intercepciones,entradas_ganadas,penales_ganados,penales_concedidos,autogoles,goles_recibidos,goles_recibidos_por90,disparos_arco_recibidos,atajadas,pct_atajadas,victorias_portero,empates_portero,derrotas_portero,arco_en_cero,pct_arco_en_cero,penales_enfrentados_portero,penales_recibidos_portero,penales_atajados,penales_fallados_rival,pct_atajadas_penales
Jonathan Tah,DF,Germany,30,1996,4,372.0,93.0,95.4,4.1,4,93.0,3,0,,0,1.75,9.0,5.0,4.0,0.97,-9.03,bd142efb,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.24,0.24,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Mohammad Taha,MF,Jordan,20,2005,0,,,,,0,,0,0,,3,,,,,,,4f1daaf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Tahirovic,MF,Bosnia–Herz,23,2003,4,237.0,59.0,65.8,2.6,2,76.0,1,2,43.0,0,1.0,2.0,2.0,0.0,0.0,2.2,eb3022c3,Brøndby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,,0.0,3.0,2.0,0.0,2.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,
Zaid Tahseen,DF,Iraq,25,2001,2,149.0,75.0,55.2,1.7,2,75.0,1,0,,1,0.0,1.0,6.0,-5.0,-3.02,1.44,f3380f7e,Pakhtakor Tashkent FK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.21,0.0,0.0,,0.0,3.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Chemsdine Talbi,MF,Morocco,21,2005,5,179.0,36.0,31.4,2.0,1,84.0,0,4,24.0,1,1.6,3.0,2.0,1.0,0.5,-0.19,47ce793b,Sunderland,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,0.0,1.01,0.0,0.0,,0.0,0.0,1.0,0.0,9.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Montassar Talbi,DF,Tunisia,28,1998,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,2.0,12.0,-10.0,-3.33,,a4a44eb0,Lorient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,
Fahad Talib,GK,Iraq,31,1994,0,,,,,0,,0,0,,3,,,,,,,c01d9e76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hassan Al Tambakti,DF,Saudi Arabia,27,1999,3,212.0,71.0,78.5,2.4,3,71.0,2,0,,0,0.67,1.0,5.0,-4.0,-1.7,-1.7,6d78c320,Al-Hilal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
Ao Tanaka,MF,Japan,27,1998,3,193.0,64.0,53.6,2.1,2,90.0,2,1,13.0,1,1.33,5.0,2.0,3.0,1.4,1.4,1d36d6b6,Leeds United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.93,0.0,0.0,,0.0,6.0,2.0,0.0,0.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,
Sander Tangvik,GK,Norway,23,2002,0,,,,,0,,0,0,,6,,,,,,,93525deb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shogo Taniguchi,DF,Japan,34,1991,3,232.0,77.0,64.4,2.6,2,90.0,2,1,52.0,1,0.67,4.0,5.0,-1.0,-0.39,-3.2,828a9c47,Sint-Truiden,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mehdi Taremi,FW,IR Iran,33,1992,3,259.0,86.0,95.9,2.9,3,86.0,2,0,,0,1.0,3.0,3.0,0.0,0.0,0.0,4c2a5d34,Olympiacos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.74,0.69,0.0,0.0,0.0,3.0,5.0,2.0,1.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Aurélien Tchouaméni,MF,France,26,2000,4,360.0,90.0,50.0,4.0,4,90.0,4,0,,4,2.25,10.0,4.0,6.0,1.5,0.5,4f255115,Real Madrid,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,3.0,0.0,0.0,0.75,0.0,0.0,,0.0,4.0,3.0,0.0,2.0,6.0,14.0,,,0.0,,,,,,,,,,,,,,,
Jehad Thakri,DF,Saudi Arabia,24,2001,0,,,,,0,,0,0,,3,,,,,,,cf4eaaa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Theate,DF,Belgium,26,2000,3,228.0,76.0,40.0,2.5,2,105.0,2,1,18.0,3,2.33,8.0,3.0,5.0,1.97,1.45,df8d6029,Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.97,0.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,
Keeto Thermoncy,DF,Haiti,20,2006,0,,,,,0,,0,0,,3,,,,,,,596ab864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Thiago,FW,Brazil,24,2001,1,61.0,61.0,13.6,0.7,1,61.0,0,0,,4,1.0,1.0,1.0,0.0,0.0,-1.39,dc45ac24,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.95,1.48,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Malick Thiaw,DFMF,Germany,24,2001,2,42.0,21.0,10.8,0.5,0,,0,2,21.0,2,0.5,0.0,1.0,-1.0,-2.14,-3.95,ff5ea0bf,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ryan Thomas,MF,New Zealand,31,1994,3,83.0,28.0,30.7,0.9,1,45.0,0,2,19.0,0,0.33,0.0,2.0,-2.0,-2.17,-0.24,95efdac2,Zwolle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Brandon Thomas-Asante,FWMF,Ghana,27,1998,2,53.0,27.0,14.7,0.6,0,,0,2,27.0,2,1.5,2.0,1.0,1.0,1.7,2.28,fb152f96,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Morten Thorsby,MF,Norway,30,1996,1,45.0,45.0,7.9,0.5,0,,0,1,45.0,5,0.0,0.0,1.0,-1.0,-2.0,-2.51,d1b49282,Cremonese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Kristian Thorstvedt,MF,Norway,27,1999,2,63.0,32.0,11.1,0.7,1,45.0,0,1,18.0,4,1.5,3.0,3.0,0.0,0.0,-0.36,76ff8d0d,Sassuolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,4.29,1.43,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Marcus Thuram,FWMF,France,28,1997,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,7,3.0,0.0,0.0,0.0,0.0,-1.25,6f8cd6d0,Inter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Youri Tielemans,MF,Belgium,29,1997,5,474.0,95.0,83.2,5.3,5,95.0,4,0,,0,2.2,11.0,5.0,6.0,1.14,0.2,56f7a928,Aston Villa,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.38,0.0,0.38,0.19,0.19,11.0,3.0,27.3,2.09,0.57,0.09,0.33,0.0,7.0,10.0,1.0,15.0,2.0,6.0,,,0.0,,,,,,,,,,,,,,,
Kieran Tierney,MF,Scotland,29,1997,2,104.0,52.0,38.5,1.2,1,59.0,0,1,45.0,1,0.0,0.0,2.0,-2.0,-1.73,-1.19,fce2302c,Celtic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,0.0,,0.0,3.0,2.0,0.0,7.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Guus Til,FWMF,Netherlands,28,1997,1,32.0,32.0,8.2,0.4,0,,0,1,32.0,3,3.0,1.0,0.0,1.0,2.81,1.56,6e44569a,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Malik Tillman,MF,United States,24,2002,5,356.0,71.0,79.1,4.0,4,88.0,3,1,5.0,0,1.8,8.0,6.0,2.0,0.51,-0.45,a5420709,Leverkusen,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.51,0.25,0.76,0.51,0.76,8.0,4.0,50.0,2.02,1.01,0.25,0.5,0.0,3.0,13.0,0.0,14.0,5.0,7.0,,,0.0,,,,,,,,,,,,,,,
Quinten Timber,MF,Netherlands,24,2001,2,55.0,28.0,14.1,0.6,0,,0,2,28.0,1,1.0,0.0,2.0,-2.0,-3.27,-5.42,803e7aca,Marseille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Yassine Titraoui,MF,Algeria,22,2003,0,,,,,0,,0,0,,4,,,,,,,553c40f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takehiro Tomiyasu,DF,Japan,27,1998,3,184.0,61.0,51.1,2.0,2,84.0,1,1,16.0,1,1.33,5.0,2.0,3.0,1.47,1.47,b3af9be1,Ajax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.0,0.0,,0.0,5.0,2.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Ivan Toney,FW,England,30,1996,2,79.0,40.0,10.5,0.9,1,78.0,0,1,1.0,6,1.5,4.0,3.0,1.0,1.14,0.2,e09f279b,Al-Ahli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.28,1.14,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mehdi Torabi,MF,IR Iran,31,1994,1,25.0,25.0,9.3,0.3,0,,0,1,25.0,2,1.0,0.0,0.0,0.0,0.0,0.0,74567feb,Tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Félix Torres Caicedo,DF,Ecuador,29,1997,1,6.0,6.0,1.7,0.1,0,,0,1,6.0,3,3.0,0.0,0.0,0.0,0.0,0.51,c0a8860f,Internacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Ferran Torres,FW,Spain,26,2000,8,288.0,36.0,38.4,3.2,1,80.0,0,7,30.0,0,2.75,5.0,0.0,5.0,1.56,0.0,9e1035f8,Barcelona,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.31,0.31,0.62,0.31,0.62,14.0,4.0,28.6,4.37,1.25,0.07,0.25,0.0,6.0,4.0,3.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Sebastian Tounekti,FW,Tunisia,23,2002,3,84.0,28.0,31.1,0.9,1,64.0,0,2,10.0,0,0.0,0.0,4.0,-4.0,-4.29,-1.38,584fee1f,Celtic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Bazoumana Touré,MF,Côte d'Ivoire,20,2006,3,80.0,27.0,22.2,0.9,1,55.0,0,2,13.0,1,2.0,0.0,0.0,0.0,0.0,-0.32,93945a50,Hoffenheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Mo Touré,FW,Australia,22,2004,3,165.0,55.0,42.3,1.8,2,59.0,0,1,47.0,1,1.33,1.0,2.0,-1.0,-0.55,-0.95,8ac64b4e,Norwich City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.18,0.55,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
James Trafford,GK,England,23,2002,0,,,,,0,,0,0,,8,,,,,,,259fea27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Trewin,DFMF,Australia,25,2001,1,75.0,75.0,19.2,0.8,0,,0,1,75.0,3,1.0,1.0,0.0,1.0,1.2,1.49,1ab3d134,NYCFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Trézéguet,MF,Egypt,31,1994,4,164.0,41.0,34.2,1.8,1,90.0,1,3,25.0,1,1.25,2.0,4.0,-2.0,-1.1,-1.95,3ae14ed1,Al Ahly,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.55,0.55,1.1,0.55,1.1,8.0,3.0,37.5,4.39,1.65,0.13,0.33,0.0,3.0,2.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Francisco Trincão,FWMF,Portugal,26,1999,1,28.0,28.0,6.2,0.3,0,,0,1,28.0,4,3.0,1.0,0.0,1.0,3.21,2.36,77e39b04,Sporting CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Leandro Trossard,MFFW,Belgium,31,1994,6,506.0,84.0,88.8,5.6,6,84.0,2,0,,0,1.83,10.0,5.0,5.0,0.89,-1.92,38ceb24a,Arsenal,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.36,0.36,0.71,0.36,0.71,17.0,3.0,17.6,3.02,0.53,0.12,0.67,0.0,4.0,8.0,1.0,7.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,
Auston Trusty,DF,United States,27,1998,2,101.0,51.0,22.4,1.1,1,90.0,1,1,11.0,3,1.5,2.0,3.0,-1.0,-0.89,-1.92,cddf767b,Celtic,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0,0.89,0.89,0.89,3.0,2.0,66.7,2.67,1.78,0.33,0.5,0.0,2.0,0.0,0.0,2.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,
Aaron Tshibola,MF,Congo DR,31,1995,0,,,,,0,,0,0,,4,,,,,,,8ce9cfdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Tuanzebe,DF,Congo DR,28,1997,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,5.0,0.0,0.0,,2baec6ce,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Matt Turner,GK,United States,31,1994,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,4,0.0,2.0,3.0,-1.0,-1.0,-2.0,4a51ba65,NE Revolution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ayase Ueda,FW,Japan,27,1998,4,321.0,80.0,89.2,3.6,4,80.0,1,0,,0,1.25,7.0,5.0,2.0,0.56,-1.75,c0295327,Feyenoord,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.56,0.28,0.84,0.56,0.84,9.0,4.0,44.4,2.52,1.12,0.22,0.5,0.0,6.0,4.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Manuel Ugarte,MF,Uruguay,25,2001,3,184.0,61.0,68.1,2.0,3,61.0,0,0,,0,0.67,2.0,4.0,-2.0,-0.98,-2.02,c9817014,Manchester Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.47,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,
Avazbek Ulmasaliev,DF,Uzbekistan,26,2000,0,,,,,0,,0,0,,3,,,,,,,e30a1d73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deniz Undav,FW,Germany,29,1996,4,151.0,38.0,38.7,1.7,1,62.0,0,3,30.0,0,1.75,6.0,2.0,4.0,2.38,1.63,dd549382,Stuttgart,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.79,1.19,2.98,1.79,2.98,6.0,4.0,66.7,3.58,2.38,0.5,0.75,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Dayot Upamecano,DF,France,27,1998,8,660.0,83.0,91.7,7.3,7,88.0,6,1,45.0,0,2.25,19.0,6.0,13.0,1.77,6.27,d248cd8f,Bayern Munich,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,4.0,2.0,50.0,0.55,0.27,0.0,0.0,0.0,7.0,4.0,0.0,0.0,15.0,12.0,,,0.0,,,,,,,,,,,,,,,
Jakhongir Urozov,DF,Uzbekistan,22,2004,2,95.0,48.0,35.2,1.1,1,81.0,0,1,14.0,1,0.0,1.0,3.0,-2.0,-1.89,1.71,71210bed,FK Dinamo Samarqand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Oston Urunov,MF,Uzbekistan,25,2000,2,63.0,32.0,23.3,0.7,1,45.0,0,1,18.0,1,0.0,0.0,3.0,-3.0,-4.29,-1.68,56521adf,Persepolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Can Uzun,MF,Türkiye,20,2005,2,38.0,19.0,14.1,0.4,0,,0,2,19.0,1,1.5,1.0,0.0,1.0,2.37,3.53,1d0b134a,Frankfurt,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,2.37,0.0,2.37,4.0,1.0,25.0,9.47,2.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Anthony Valencia,MF,Ecuador,22,2003,0,,,,,0,,0,0,,4,,,,,,,674dee62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enner Valencia,FW,Ecuador,36,1989,4,287.0,72.0,79.7,3.2,4,72.0,1,0,,0,1.0,1.0,3.0,-2.0,-0.63,-0.63,fb485406,Pachuca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,3.14,1.88,0.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Yan Valery,DF,Tunisia,27,1999,3,251.0,84.0,93.0,2.8,3,84.0,2,0,,0,0.0,2.0,10.0,-8.0,-2.87,6.61,531a4aa8,Young Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.0,0.0,1.0,7.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,
Gonzalo Valle,GK,Ecuador,30,1996,0,,,,,0,,0,0,,4,,,,,,,7340dadf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Valverde,MF,Uruguay,27,1998,3,236.0,79.0,87.4,2.6,3,79.0,2,0,,0,0.67,3.0,4.0,-1.0,-0.38,-0.38,0959c2a2,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,20.0,3.81,0.76,0.0,0.0,0.0,1.0,0.0,0.0,11.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,
Virgil van Dijk,DF,Netherlands,34,1991,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,e06683ca,Liverpool,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.23,0.23,0.46,0.23,0.46,2.0,2.0,100.0,0.46,0.46,0.5,0.5,0.0,2.0,2.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,
Hans Vanaken,MF,Belgium,33,1992,6,319.0,53.0,56.0,3.5,3,70.0,1,3,36.0,0,1.83,9.0,5.0,4.0,1.13,0.05,392a7aea,Club Brugge,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.28,0.56,0.85,0.28,0.85,5.0,1.0,20.0,1.41,0.28,0.2,1.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Guillermo Varela,DF,Uruguay,33,1993,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,4.0,-1.0,-0.33,,5c961282,Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,1.0,1.0,0.0,9.0,7.0,1.0,,,0.0,,,,,,,,,,,,,,,
Hélio Varela,FW,Cabo Verde,24,2002,3,104.0,35.0,26.7,1.2,0,,0,3,35.0,1,0.67,2.0,2.0,0.0,0.0,0.31,91c99fec,Maccabi Tel Aviv,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.87,0.87,3.0,1.0,33.3,2.6,0.87,0.33,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Camilo Vargas,GK,Colombia,37,1989,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,2.2,5.0,1.0,4.0,0.75,,004e3d0f,Atlas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.19,7.0,6.0,85.7,3.0,2.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,
Obed Vargas,MF,Mexico,20,2005,3,66.0,22.0,14.7,0.7,0,,0,3,22.0,2,3.0,1.0,0.0,1.0,1.36,-0.04,9cc1fde4,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.36,1.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ruben Vargas,MF,Switzerland,27,1998,6,284.0,47.0,47.3,3.2,3,76.0,0,3,19.0,0,1.83,9.0,3.0,6.0,1.9,2.47,6ecbddf6,Sevilla,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.63,0.32,0.95,0.63,0.95,6.0,4.0,66.7,1.9,1.27,0.33,0.5,0.0,6.0,6.0,2.0,23.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Nikola Vasilj,GK,Bosnia–Herz,30,1995,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,f038585f,St Pauli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,8.0,2.0,14.0,6.0,42.9,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
