jugador,posicion,seleccion,edad,anio_nacimiento,partidos_jugados,minutos,minutos_por_partido,pct_minutos_equipo,partidos_90,titularidades,minutos_por_titularidad,partidos_completos,apariciones_suplente,minutos_por_sustitucion,suplente_no_utilizado,puntos_por_partido,goles_favor_en_cancha,goles_contra_en_cancha,diferencial,diferencial_por90,diferencial_neto_con_sin,id_jugador,club,goles,asistencias,goles_mas_asistencias,goles_sin_penal,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,goles_por90,asistencias_por90,goles_asist_por90,goles_sin_penal_por90,goles_asist_sin_penal_por90,disparos,disparos_arco,pct_disparos_arco,disparos_por90,disparos_arco_por90,goles_por_disparo,goles_por_disparo_arco,doble_amarilla,faltas_cometidas,faltas_recibidas,offsides,centros,intercepciones,entradas_ganadas,penales_ganados,penales_concedidos,autogoles,goles_recibidos,goles_recibidos_por90,disparos_arco_recibidos,atajadas,pct_atajadas,victorias_portero,empates_portero,derrotas_portero,arco_en_cero,pct_arco_en_cero,penales_enfrentados_portero,penales_recibidos_portero,penales_atajados,penales_fallados_rival,pct_atajadas_penales
Olwethu Makhanya,DF,South Africa,22,2004,0,,,,,0,,0,0,,4,,,,,,,1627e6b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Maknzi,DF,Iraq,24,2001,1,33.0,33.0,12.2,0.4,0,,0,1,33.0,2,0.0,0.0,3.0,-3.0,-8.18,-5.14,f95ac2b6,Al-Karma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Donyell Malen,FW,Netherlands,27,1999,3,185.0,62.0,47.4,2.1,3,62.0,0,0,,1,2.33,7.0,2.0,5.0,2.43,1.99,116c35df,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,1.95,0.97,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Arjan Malic,DF,Bosnia–Herz,20,2005,1,45.0,45.0,12.5,0.5,1,45.0,0,0,,3,3.0,2.0,1.0,1.0,2.0,3.14,de57cd45,Sturm Graz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mohamed Manai,DF,Qatar,23,2002,3,69.0,23.0,25.6,0.8,0,,0,3,23.0,0,0.33,1.0,4.0,-3.0,-3.91,-1.67,1e20b706,Al-Shamal Sports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,0.0,0.0,0.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,
Aïssa Mandi,DF,Algeria,34,1991,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,fbd6378b,Lille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,5.0,0.0,0.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,
Sadio Mané,MFFW,Senegal,34,1992,4,362.0,91.0,92.8,4.0,4,91.0,3,0,,0,0.75,10.0,8.0,2.0,0.5,3.71,c691bfe2,Al-Nassr,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,6.0,3.0,50.0,1.49,0.75,0.0,0.0,0.0,4.0,10.0,3.0,13.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,
Juan Manuel Sanabria,DF,Uruguay,26,2000,3,204.0,68.0,75.6,2.3,2,80.0,1,1,45.0,0,0.67,3.0,3.0,0.0,0.0,1.36,f1d74479,Atlético San Luis,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.32,0.0,0.0,,0.0,1.0,0.0,1.0,15.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,
Johan Manzambi,MFFW,Switzerland,20,2005,4,199.0,50.0,33.2,2.2,2,77.0,0,2,23.0,0,2.5,8.0,3.0,5.0,2.26,2.49,8fcf0e12,Freiburg,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.36,0.9,2.26,1.36,2.26,6.0,3.0,50.0,2.71,1.36,0.5,1.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mahmoud Al-Mardi,MF,Jordan,32,1993,3,130.0,43.0,48.1,1.4,1,75.0,0,2,28.0,0,0.0,2.0,3.0,-1.0,-0.69,1.88,1eedc1ea,Al-Hussein SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.69,0.69,0.0,0.0,0.0,4.0,2.0,0.0,7.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Jearl Margaritha,FWMF,Curaçao,26,2000,2,41.0,21.0,15.2,0.5,0,,0,2,21.0,1,0.5,0.0,3.0,-3.0,-6.59,-4.62,be915a68,Beveren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
José María Giménez,DF,Uruguay,31,1995,0,,,,,0,,0,0,,3,,,,,,,f0da930c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Marmoush,FWMF,Egypt,27,1999,5,326.0,65.0,67.9,3.6,3,90.0,1,2,28.0,0,1.2,4.0,5.0,-1.0,-0.28,-1.44,0e0102eb,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.1,3.04,0.28,0.0,0.0,0.0,3.0,8.0,0.0,5.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,
Marquinhos,DF,Brazil,32,1994,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,10.0,4.0,6.0,1.2,,d5f2f82b,PSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.0,,0.0,0.0,2.0,1.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ar'jany Martha,DFFW,Curaçao,22,2003,0,,,,,0,,0,0,,3,,,,,,,364f602a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Martinelli,MF,Brazil,24,2001,4,143.0,36.0,31.8,1.6,1,66.0,0,3,26.0,1,2.25,1.0,0.0,1.0,0.63,-0.84,48a5a5d6,Arsenal,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63,2.0,1.0,50.0,1.26,0.63,0.5,1.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Guillermo Martínez Ayala,FW,Mexico,31,1995,2,72.0,36.0,16.0,0.8,1,62.0,0,1,10.0,3,1.5,2.0,0.0,2.0,2.5,1.31,59146354,UNAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Cristian Martínez,MFFW,Panama,29,1997,3,242.0,81.0,89.6,2.7,3,81.0,2,0,,0,0.0,0.0,3.0,-3.0,-1.12,2.1,fdb15495,Kiryat Shmona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.0,0.0,,0.0,5.0,5.0,1.0,12.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,
Emiliano Martínez,GK,Argentina,33,1992,8,810.0,101.0,100.0,9.0,8,101.0,8,0,,0,2.63,19.0,8.0,11.0,1.22,,7956236f,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,8.0,0.89,28.0,20.0,71.4,7.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,
Emiliano Martínez,MF,Uruguay,26,1999,0,,,,,0,,0,0,,3,,,,,,,52061089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautaro Martínez,FW,Argentina,28,1997,7,310.0,44.0,38.3,3.4,4,60.0,0,3,24.0,1,3.0,12.0,3.0,9.0,2.61,2.25,f7036e1c,Inter,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.87,0.29,1.16,0.58,0.87,10.0,4.0,40.0,2.9,1.16,0.2,0.5,0.0,8.0,5.0,2.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Lisandro Martínez,DF,Argentina,28,1998,7,624.0,89.0,77.0,6.9,7,89.0,5,0,,1,2.57,14.0,6.0,8.0,1.15,-0.3,bac46a10,Manchester Utd,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.29,0.14,0.29,4.0,2.0,50.0,0.58,0.29,0.25,0.5,0.0,7.0,4.0,0.0,2.0,6.0,7.0,,,0.0,,,,,,,,,,,,,,,
Thapelo Maseko,MFFW,South Africa,22,2003,3,242.0,81.0,67.2,2.7,3,81.0,0,0,,1,1.33,2.0,1.0,1.0,0.37,2.66,498d45f7,AEL Limassol,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,8.0,1.0,12.5,2.98,0.37,0.13,1.0,0.0,4.0,10.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Melvin Mastil,GK,Algeria,26,2000,0,,,,,0,,0,0,,4,,,,,,,b2f66efb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazem Mastouri,FW,Tunisia,28,1997,1,89.0,89.0,33.0,1.0,1,89.0,0,0,,2,0.0,1.0,3.0,-2.0,-2.02,1.96,c88f913e,D. Makhachkala,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.01,1.01,3.0,2.0,66.7,3.03,2.02,0.33,0.5,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Arthur Masuaku,DF,Congo DR,32,1993,4,315.0,79.0,87.5,3.5,4,79.0,0,0,,0,1.0,4.0,4.0,0.0,0.0,0.0,57df7a11,Lens,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,0.0,0.0,,0.0,0.0,,,0.0,0.0,4.0,0.0,12.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,
Igor Matanović,FW,Croatia,23,2003,3,95.0,32.0,26.4,1.1,0,,0,3,32.0,1,1.0,2.0,4.0,-2.0,-1.89,-2.23,948e1292,Freiburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,3.79,1.89,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Pape Matar Sarr,MF,Senegal,23,2002,2,67.0,34.0,17.2,0.7,0,,0,2,34.0,2,0.0,1.0,3.0,-2.0,-2.69,-3.52,feb5d972,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.37,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Jean-Philippe Mateta,FW,France,28,1997,3,24.0,8.0,3.3,0.3,0,,0,3,8.0,5,3.0,1.0,0.0,1.0,3.75,2.59,50e6dc35,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,11.25,3.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Thabang Matuludi,DF,South Africa,27,1999,0,,,,,0,,0,0,,4,,,,,,,8a77ded2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio,MF,Paraguay,25,2001,4,173.0,43.0,36.0,1.9,0,,0,4,43.0,1,0.5,1.0,1.0,0.0,0.0,0.88,bf4cbc22,Palmeiras,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,4.0,3.0,75.0,2.08,1.56,0.25,0.33,0.0,3.0,3.0,0.0,11.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,
Fiston Mayele,FW,Congo DR,31,1994,2,42.0,21.0,11.7,0.5,0,,0,2,21.0,2,1.5,3.0,0.0,3.0,6.43,7.28,0d113a00,Pyramids FC,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,2.14,2.14,5.0,1.0,20.0,10.71,2.14,0.2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Ibrahim Maza,MFFW,Algeria,20,2005,4,351.0,88.0,97.5,3.9,4,88.0,3,0,,0,1.0,5.0,9.0,-4.0,-1.03,-1.03,89b3bc5e,Leverkusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.3,2.82,0.77,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Noussair Mazraoui,DF,Morocco,28,1997,6,477.0,80.0,83.7,5.3,5,94.0,4,1,8.0,0,1.83,7.0,4.0,3.0,0.57,-0.4,b74277a0,Manchester Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.0,6.0,0.0,3.0,2.0,8.0,,,0.0,,,,,,,,,,,,,,,
Kylian Mbappé,FW,France,27,1998,8,695.0,87.0,96.5,7.7,8,87.0,4,0,,0,2.25,19.0,10.0,9.0,1.17,-2.43,42fd9c7f,Real Madrid,10.0,4.0,14.0,9.0,1.0,2.0,1.0,0.0,1.29,0.52,1.81,1.17,1.68,41.0,23.0,56.1,5.31,2.98,0.22,0.39,0.0,6.0,8.0,7.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Thalente Mbatha,MF,South Africa,26,2000,4,260.0,65.0,72.2,2.9,2,90.0,2,2,40.0,0,1.0,2.0,3.0,-1.0,-0.35,0.55,f6272be9,Orlando Pirates,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.38,0.35,0.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ibrahim Mbaye,MF,Senegal,18,2008,4,157.0,39.0,40.3,1.7,1,56.0,0,3,34.0,0,0.75,4.0,6.0,-2.0,-1.15,-2.31,201b4ee4,PSG,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,4.0,1.0,25.0,2.29,0.57,0.25,1.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Chancel Mbemba,DF,Congo DR,31,1994,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,5.0,0.0,0.0,,e76cb9cc,Lille,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,,0.0,1.0,3.0,0.0,4.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Mbekezeli Mbokazi,DF,South Africa,20,2005,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,13398d42,Chicago Fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,0.0,3.0,5.0,1.0,3.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,
Nathanaël Mbuku,MFFW,Congo DR,24,2002,3,143.0,48.0,39.7,1.6,2,67.0,0,1,9.0,1,1.0,2.0,1.0,1.0,0.63,1.04,46750e9c,Montpellier,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,1.89,1.26,0.0,0.0,0.0,4.0,8.0,0.0,14.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,
Callum McCowatt,MF,New Zealand,27,1999,3,159.0,53.0,58.9,1.8,2,66.0,0,1,27.0,0,0.33,4.0,6.0,-2.0,-1.13,2.11,3fc42049,Silkeborg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,2.26,1.7,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
John McGinn,MF,Scotland,31,1994,3,259.0,86.0,95.9,2.9,3,86.0,0,0,,0,1.0,1.0,4.0,-3.0,-1.04,-1.04,90f91999,Aston Villa,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,3.0,1.0,33.3,1.04,0.35,0.33,1.0,0.0,2.0,11.0,0.0,10.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Scott McKenna,DF,Scotland,29,1996,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,0.0,3.0,-3.0,-3.0,-3.0,4e5a4cbc,Dinamo Zagreb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Weston McKennie,MF,United States,27,1998,5,443.0,89.0,98.4,4.9,5,89.0,2,0,,0,1.8,11.0,7.0,4.0,0.81,13.67,01c3aff5,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.02,0.2,0.0,0.0,0.0,8.0,2.0,0.0,11.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,
Mark McKenzie,DF,United States,27,1999,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,3,0.0,2.0,3.0,-1.0,-1.0,-2.0,a5f5d094,Toulouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Kenny McLean,MF,Scotland,34,1992,3,118.0,39.0,43.7,1.3,1,90.0,1,2,14.0,0,1.0,0.0,3.0,-3.0,-2.29,-2.29,471f16b3,Norwich City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Scott McTominay,MF,Scotland,29,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,1.0,4.0,-3.0,-1.0,,d93c2511,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2.67,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Brandon Mechele,DF,Belgium,33,1993,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.83,14.0,7.0,7.0,1.11,,0a6dbbf7,Club Brugge,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,0.79,0.16,0.0,0.0,0.0,9.0,2.0,0.0,0.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,
Facundo Medina,DF,Argentina,27,1999,5,308.0,62.0,38.0,3.4,3,85.0,1,2,26.0,3,2.4,5.0,2.0,3.0,0.88,-0.56,6f5ec8bb,Marseille,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29,0.29,0.0,0.29,0.0,0.0,,0.0,0.0,,,0.0,3.0,2.0,1.0,1.0,2.0,7.0,,,0.0,,,,,,,,,,,,,,,
Yaimar Medina,DFMF,Ecuador,21,2004,1,45.0,45.0,12.5,0.5,0,,0,1,45.0,3,0.0,0.0,0.0,0.0,0.0,0.57,1fe8ecf7,Genk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Hannibal Mejbri,MF,Tunisia,23,2003,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,2.0,12.0,-10.0,-3.33,,ca22ccb0,Burnley,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,3.0,1.0,33.3,1.0,0.33,0.0,0.0,0.0,4.0,15.0,0.0,10.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,
Luis Mejía,GK,Panama,35,1991,0,,,,,0,,0,0,,3,,,,,,,2390dcad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Mele,GK,Uruguay,28,1997,0,,,,,0,,0,0,,3,,,,,,,62849d22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar Memić,MF,Bosnia–Herz,25,2001,4,224.0,56.0,62.2,2.5,2,82.0,1,2,31.0,0,1.0,3.0,5.0,-2.0,-0.8,-0.14,918c187c,Viktoria Plzeň,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.21,0.4,0.0,0.0,0.0,4.0,3.0,0.0,5.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Memphis,FWMF,Netherlands,32,1994,3,54.0,18.0,13.8,0.6,0,,0,3,18.0,1,2.33,1.0,1.0,0.0,0.0,-1.61,8f696594,Corinthians,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,1.67,0.0,1.67,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Sultan Mendash,MF,Saudi Arabia,31,1994,1,65.0,65.0,24.1,0.7,1,65.0,0,0,,2,1.0,0.0,0.0,0.0,0.0,1.76,8738a7a1,Al-Hilal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,2.0,0.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,
Lucas Mendes,DF,Qatar,35,1990,1,4.0,4.0,1.5,0.0,0,,0,1,4.0,2,0.0,0.0,1.0,-1.0,-22.5,-20.13,5169f27f,Al-Wakrah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Nuno Mendes,DF,Portugal,23,2002,5,395.0,79.0,87.8,4.4,5,79.0,2,0,,0,1.6,8.0,2.0,6.0,1.37,3.0,f20e4cc9,PSG,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,3.0,1.0,33.3,0.68,0.23,0.33,1.0,0.0,3.0,12.0,1.0,19.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,
Ryan Mendes,FWMF,Cabo Verde,36,1990,4,330.0,83.0,84.6,3.7,4,83.0,2,0,,0,0.75,3.0,3.0,0.0,0.0,1.5,ba6e01ab,76 Iğdır Belediyespor,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,6.0,0.0,0.0,1.64,0.0,0.0,,0.0,1.0,2.0,2.0,3.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,
Antoine Mendy,DF,Senegal,22,2004,0,,,,,0,,0,0,,4,,,,,,,3322e296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Édouard Mendy,GK,Senegal,34,1992,2,152.0,76.0,39.0,1.7,2,76.0,1,0,,0,0.0,2.0,6.0,-4.0,-2.37,-4.26,33887998,Al-Ahli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,3.55,14.0,8.0,57.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gideon Mensah,DF,Ghana,27,1998,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,3.0,-1.0,-0.25,,9bdd8118,Auxerre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,3.0,0.0,3.0,8.0,5.0,,,0.0,,,,,,,,,,,,,,,
Mikel Merino,MF,Spain,29,1996,8,199.0,25.0,26.5,2.2,1,59.0,0,7,20.0,0,2.75,5.0,0.0,5.0,2.26,0.95,d080ed5e,Arsenal,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,5.0,3.0,60.0,2.26,1.36,0.4,0.67,0.0,6.0,8.0,0.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,
Lionel Messi,FW,Argentina,38,1987,8,740.0,93.0,91.4,8.2,7,101.0,6,1,31.0,0,2.63,17.0,7.0,10.0,1.22,-0.07,d70ce98e,Inter Miami,8.0,4.0,12.0,8.0,0.0,2.0,0.0,0.0,0.97,0.49,1.46,0.97,1.46,35.0,18.0,51.4,4.26,2.19,0.23,0.44,0.0,3.0,20.0,5.0,54.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,
Connor Metcalfe,MF,Australia,26,1999,4,315.0,79.0,80.8,3.5,3,90.0,2,1,45.0,0,1.25,3.0,1.0,2.0,0.57,2.97,73ce4d7d,St Pauli,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,5.0,2.0,40.0,1.43,0.57,0.2,0.5,0.0,1.0,0.0,0.0,8.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,
Garven Metusala,DF,Haiti,26,1999,0,,,,,0,,0,0,,3,,,,,,,3fb38040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
