Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches,-9999
385,Yassin Fortuné,FWMF,ht Haiti,27,1999,1,6,6,2.2,0.1,0,,0,1,6,2,0.00,0,0,0,0.00,+2.05,Matches,ddcc9e22
386,Lyle Foster,FW,za South Africa,25,2000,1,55,55,15.3,0.6,1,55,0,0,,3,0.00,0,1,-1,-1.64,-1.34,Matches,f84a807c
387,Alan Franco,DF,ec Ecuador,27,1998,4,251,63,69.7,2.8,4,63,0,0,,0,1.00,1,3,-2,-0.72,-0.72,Matches,c76b161b
388,Carl Fred Sainté,MF,ht Haiti,23,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,2928c948
389,Alex Freeman,DF,us United States,21,2004,5,374,75,83.1,4.2,4,90,4,1,14,0,1.80,9,6,+3,+0.72,+0.72,Matches,754f150b
390,Matt Freese,GK,us United States,27,1998,4,360,90,80.0,4.0,4,90,4,0,,1,2.25,9,5,+4,+1.00,+2.00,Matches,2f49476c
391,Remo Freuler,MF,ch Switzerland,34,1992,6,592,99,98.7,6.6,6,99,4,0,,0,1.83,10,4,+6,+0.91,+23.41,Matches,98d2c2c4
392,Marco Friedl,DF,at Austria,28,1998,1,24,24,6.7,0.3,0,,0,1,24,3,0.00,0,1,-1,-3.75,-3.21,Matches,f86ad3f5
393,Toni Fruk,FWMF,hr Croatia,25,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,e030ce13
394,Juriën Gaari,DF,cw Curaçao,32,1993,2,166,83,61.5,1.8,2,83,1,0,,1,0.50,0,2,-2,-1.08,+4.11,Matches,bf7a9d1a
395,Jassem Gaber,MF,qa Qatar,24,2002,3,149,50,55.2,1.7,3,50,0,0,,0,0.33,1,6,-5,-3.02,-0.79,Matches,af9ef8aa
396,Cody Gakpo,FW,nl Netherlands,27,1999,4,368,92,94.4,4.1,4,92,0,0,,0,2.00,11,4,+7,+1.71,+5.80,Matches,1971591f
397,Matías Galarza,MF,py Paraguay,24,2002,4,388,97,80.8,4.3,4,97,2,0,,1,1.25,2,2,0,0.00,+2.93,Matches,8e97a57b
398,Hernán Galíndez,GK,ec Ecuador,39,1987,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,2,4,-2,-0.50,,Matches,89c136f6
399,Jesús Gallardo,DF,mx Mexico,31,1994,5,373,75,82.9,4.1,4,90,4,1,13,0,2.40,8,3,+5,+1.21,-1.13,Matches,d0846b6c
400,Ahmed Al-Ganehi,FW,qa Qatar,25,2000,1,36,36,13.3,0.4,0,,0,1,36,2,0.00,0,1,-1,-2.50,+0.19,Matches,efcf04d2
401,Ben Gannon-Doak,MF,sct Scotland,20,2005,3,186,62,68.9,2.1,2,78,0,1,31,0,1.00,1,3,-2,-0.97,+0.10,Matches,733f1a7d
402,Eric García,DFMF,es Spain,25,2001,1,22,22,2.9,0.2,0,,0,1,22,7,3.00,1,0,+1,+4.09,+2.61,Matches,2bed3eab
403,Joan García,GK,es Spain,25,2001,0,,,,,0,,0,0,,8,,,,,,,Matches,87b498b0
404,Gavi,FW,es Spain,21,2004,2,76,38,10.1,0.8,1,70,0,1,6,6,2.00,1,0,+1,+1.18,-0.42,Matches,19cae58d
405,Lutsharel Geertruida,DF,nl Netherlands,25,2000,0,,,,,0,,0,0,,4,,,,,,,Matches,242e1043
406,Jason Geria,DF,au Australia,33,1993,2,62,31,15.9,0.7,0,,0,2,31,2,1.50,1,0,+1,+1.45,+1.73,Matches,cd494a8d
407,Khalid Al Ghannam,MF,sa Saudi Arabia,25,2000,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+1.34,Matches,c16843c7
408,Ismaël Gharbi,MF,tn Tunisia,22,2004,3,127,42,47.0,1.4,1,74,0,2,27,0,0.00,1,7,-6,-4.25,-1.73,Matches,5b3cfa12
409,Mehdi Ghayedi,FW,ir IR Iran,27,1998,1,45,45,16.7,0.5,0,,0,1,45,2,1.00,1,1,0,0.00,0.00,Matches,b6c90b4b
410,Farés Ghedjemis,FWMF,dz Algeria,23,2002,1,1,1,0.3,0.0,0,,0,1,1,3,1.00,0,1,-1,-90.00,-89.25,Matches,14aac43e
411,Saman Ghoddos,MF,ir IR Iran,32,1993,3,208,69,77.0,2.3,3,69,0,0,,0,1.00,3,3,0,0.00,0.00,Matches,f7b1d4e0
412,Mohammad Ghorbani,MF,ir IR Iran,25,2001,1,90,90,33.3,1.0,1,90,1,0,,2,1.00,1,1,0,0.00,0.00,Matches,4a078e18
413,Lee Gi-hyuk,DF,kr Korea Republic,25,2000,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,2,3,-1,-0.33,,Matches,18c8c3c7
414,Armin Gigovic,MF,ba Bosnia–Herz,24,2002,2,79,40,21.9,0.9,1,50,0,1,29,2,0.50,0,2,-2,-2.28,-1.96,Matches,d0a0858e
415,Orlando Gill,GK,py Paraguay,26,2000,5,480,96,100.0,5.3,5,96,5,0,,0,1.00,3,6,-3,-0.56,,Matches,0d425331
416,Santiago Giménez,FW,mx Mexico,25,2001,4,86,22,19.1,1.0,0,,0,4,22,1,2.25,2,0,+2,+2.09,+0.86,Matches,37337aea
417,Aníbal Godoy,MF,pa Panama,36,1990,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,1,-1,-90.00,-89.00,Matches,2d496ca3
418,Andrés Gómez,MF,co Colombia,23,2002,1,1,1,0.2,0.0,0,,0,1,1,4,3.00,1,0,+1,+90.00,+89.44,Matches,76a82373
419,Diego Gómez,MF,py Paraguay,23,2003,4,304,76,63.3,3.4,4,76,0,0,,0,1.00,2,4,-2,-0.59,-0.08,Matches,916728da
420,Gustavo Gómez,DF,py Paraguay,33,1993,5,480,96,100.0,5.3,5,96,5,0,,0,1.00,3,6,-3,-0.56,,Matches,d5ce52a5
421,Armando González,FW,mx Mexico,23,2003,1,15,15,3.3,0.2,0,,0,1,15,4,3.00,0,0,0,0.00,-1.45,Matches,1278bc9a
422,Nicolás González,MF,ar Argentina,28,1998,7,259,37,32.0,2.9,1,45,0,6,36,1,2.57,12,2,+10,+3.47,+3.31,Matches,2374aaca
423,Owen Goodman,GK,ca Canada,22,2003,0,,,,,0,,0,0,,5,,,,,,,Matches,8074e66f
424,Anthony Gordon,MF,eng England,25,2001,6,396,66,52.8,4.4,5,73,1,1,30,2,2.17,10,5,+5,+1.14,+0.37,Matches,2bd83368
425,Craig Gordon,GK,sct Scotland,43,1982,0,,,,,0,,0,0,,3,,,,,,,Matches,b15780e3
426,Leon Goretzka,MF,de Germany,31,1995,3,99,33,25.4,1.1,0,,0,3,33,1,2.33,4,0,+4,+3.64,+3.02,Matches,cc86b9a3
427,Kenji Gorré,FWMF,cw Curaçao,31,1994,1,16,16,5.9,0.2,0,,0,1,16,2,1.00,0,0,0,0.00,+2.83,Matches,52d1a4c6
428,Ricardo Goss,GK,za South Africa,32,1994,0,,,,,0,,0,0,,4,,,,,,,Matches,707d1d95
429,Keisuke Gotō,FW,jp Japan,21,2005,1,7,7,1.9,0.1,0,,0,1,7,3,3.00,0,0,0,0.00,-0.76,Matches,82a2ca86
430,Amine Gouiri,FW,dz Algeria,26,2000,4,251,63,69.7,2.8,3,73,0,1,33,0,1.00,4,5,-1,-0.36,+2.12,Matches,aad56ca3
431,Ryan Gravenberch,MF,nl Netherlands,24,2002,4,345,86,88.5,3.8,4,86,2,0,,0,2.00,11,3,+8,+2.09,+6.09,Matches,b8e740fb
432,Michael Gregoritsch,FW,at Austria,32,1994,3,188,63,52.2,2.1,2,72,0,1,45,1,0.33,2,4,-2,-0.96,-0.43,Matches,8e235926
433,Florian Grillitsch,DFMF,at Austria,30,1995,2,90,45,25.0,1.0,0,,0,2,45,2,0.50,2,4,-2,-2.00,-1.67,Matches,ffbbc83b
434,Álex Grimaldo,DFMF,es Spain,30,1995,0,,,,,0,,0,0,,8,,,,,,,Matches,b1f4086c
435,Pascal Groß,DFMF,de Germany,34,1991,1,18,18,4.6,0.2,0,,0,1,18,3,0.00,0,1,-1,-5.00,-6.69,Matches,8aec0537
436,Gabriel Gudmundsson,MFDF,se Sweden,27,1999,4,330,83,91.7,3.7,4,83,1,0,,0,1.00,5,10,-5,-1.36,-7.36,Matches,d5d22a58
437,Cho Gue-sung,FW,kr Korea Republic,28,1998,2,31,16,11.5,0.3,0,,0,2,16,1,0.00,0,0,0,0.00,+0.38,Matches,ccfa8e5e
438,Gonçalo Guedes,FWMF,pt Portugal,29,1996,0,,,,,0,,0,0,,5,,,,,,,Matches,e6bc67d7
439,Marc Guéhi,DF,eng England,25,2000,8,663,83,88.4,7.4,7,94,6,1,4,0,2.38,15,9,+6,+0.81,-1.25,Matches,d0706b27
440,Evann Guessand,FWMF,ci Côte d'Ivoire,24,2001,2,17,9,4.7,0.2,0,,0,2,9,2,0.00,0,1,-1,-5.29,-5.82,Matches,b73f17f8
441,Idrissa Gueye,MF,sn Senegal,36,1989,4,361,90,92.6,4.0,4,90,2,0,,0,0.75,9,7,+2,+0.50,+3.60,Matches,72c812f3
442,Pape Gueye,MF,sn Senegal,27,1999,4,234,59,60.0,2.6,3,67,0,1,34,0,0.75,6,4,+2,+0.77,+1.35,Matches,7155e3e1
443,Parfait Guiagon,MF,ci Côte d'Ivoire,25,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,5d8c77cf
444,Bruno Guimarães,MF,br Brazil,28,1997,5,416,83,92.4,4.6,5,83,1,0,,0,2.00,8,3,+5,+1.08,-1.57,Matches,82518f62
445,Deniz Gül,FW,tr Türkiye,21,2004,2,37,19,13.7,0.4,0,,0,2,19,1,0.00,0,0,0,0.00,+0.77,Matches,f0fb443e
446,Arda Güler,MF,tr Türkiye,21,2005,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,5,-2,-0.67,,Matches,3741ca58
447,Angus Gunn,GK,sct Scotland,30,1996,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,1,4,-3,-1.00,,Matches,e082af5b
448,Mert Günok,GK,tr Türkiye,37,1989,0,,,,,0,,0,0,,3,,,,,,,Matches,b583aef5
449,Malo Gusto,DF,fr France,23,2003,5,121,24,16.8,1.3,1,89,0,4,8,3,2.40,4,5,-1,-0.74,-2.40,Matches,d56b9520
450,Brian Gutiérrez,MF,mx Mexico,22,2003,4,198,50,44.0,2.2,2,68,0,2,32,1,2.25,3,0,+3,+1.36,-0.06,Matches,d88f31db
451,Jorge Gutiérrez,DF,pa Panama,27,1998,1,87,87,32.2,1.0,1,87,0,0,,2,0.00,0,2,-2,-2.07,-1.09,Matches,56f6d192
452,Joško Gvardiol,DF,hr Croatia,24,2002,4,139,35,38.6,1.5,2,68,1,2,2,0,1.50,2,5,-3,-1.94,-2.76,Matches,5ad50391
453,Viktor Gyökeres,FW,se Sweden,28,1998,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,7,10,-3,-0.75,,Matches,4d5a9185
454,Aziz Gʻaniyev,MF,uz Uzbekistan,28,1998,2,122,61,45.2,1.4,1,90,1,1,32,1,0.00,0,8,-8,-5.90,-5.29,Matches,0c492054
455,Erling Haaland,FW,no Norway,25,2000,5,465,93,81.6,5.2,5,93,4,0,,1,2.40,12,7,+5,+0.97,+3.54,Matches,1f44ac21
456,Ihsan Haddad,DF,jo Jordan,32,1994,3,260,87,96.3,2.9,3,87,2,0,,0,0.00,3,7,-4,-1.38,+7.62,Matches,85660a5d
457,Anis Hadj Moussa,MF,dz Algeria,24,2002,3,98,33,27.2,1.1,1,63,0,2,18,1,1.00,1,2,-1,-0.92,+0.11,Matches,7bc7eef2
458,Jaouen Hadjam,DF,dz Algeria,23,2003,3,109,36,30.3,1.2,1,70,0,2,20,1,1.33,2,2,0,0.00,+1.43,Matches,576817b7
459,Amir Hadžiahmetović,MF,ba Bosnia–Herz,29,1997,1,6,6,1.7,0.1,0,,0,1,6,3,0.00,1,2,-1,-15.00,-14.49,Matches,e8213ed3
460,Dennis Hadžikadunić,DF,ba Bosnia–Herz,27,1998,1,27,27,7.5,0.3,0,,0,1,27,3,3.00,1,0,+1,+3.33,+4.41,Matches,82cfae2a
461,Karim Hafez,DF,eg Egypt,30,1996,3,172,57,35.8,1.9,2,85,1,1,3,2,0.67,3,4,-1,-0.52,-1.11,Matches,d2debf23
462,Ehsan Hajsafi,DF,ir IR Iran,36,1990,2,91,46,33.7,1.0,1,65,0,1,26,1,1.00,0,0,0,0.00,0.00,Matches,b060e3b8
463,Achraf Hakimi,DF,ma Morocco,27,1998,6,570,95,100.0,6.3,6,95,6,0,,0,1.83,10,6,+4,+0.63,,Matches,e42d61c7
464,Redouane Halhal,DF,ma Morocco,23,2003,2,180,90,31.6,2.0,2,90,2,0,,4,3.00,7,2,+5,+2.50,+2.73,Matches,e17c2cec
465,Ali Al Hamadi,FW,iq Iraq,24,2002,3,180,60,66.7,2.0,2,58,0,1,65,0,0.00,1,6,-5,-2.50,+3.50,Matches,8450467d
466,Abdullah Al-Hamdan,FW,sa Saudi Arabia,26,1999,3,71,24,26.3,0.8,0,,0,3,24,0,0.67,0,1,-1,-1.27,+0.09,Matches,cc4b5436
467,Mohamed Amine Ben Hamida,DF,tn Tunisia,30,1995,3,202,67,74.8,2.2,2,79,1,1,45,0,0.00,2,10,-8,-3.56,-0.92,Matches,2a5e8f82
468,Odiljon Hamrobekov,MF,uz Uzbekistan,30,1996,2,77,39,28.5,0.9,1,45,0,1,32,1,0.00,0,6,-6,-7.01,-5.61,Matches,03f63e77
469,Lee Han-beom,DF,kr Korea Republic,23,2002,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,2,3,-1,-0.33,,Matches,071f2dd3
470,Grant Hanley,DF,sct Scotland,34,1991,2,180,90,66.7,2.0,2,90,2,0,,1,1.50,1,1,0,0.00,+3.00,Matches,e9254eec
471,Sontje Hansen,FW,cw Curaçao,24,2002,1,45,45,16.7,0.5,1,45,0,0,,2,0.00,1,3,-2,-4.00,-1.60,Matches,70bad10b
472,Mohamed Hany,DF,eg Egypt,30,1996,5,480,96,100.0,5.3,5,96,5,0,,0,1.20,8,7,+1,+0.19,,Matches,9bcf1513
473,Moteb Al-Harbi,DF,sa Saudi Arabia,26,2000,3,188,63,69.6,2.1,2,90,1,1,9,0,0.67,1,5,-4,-1.91,-1.91,Matches,1d88554c
474,Saleh Hardani,DF,ir IR Iran,27,1998,2,90,45,33.3,1.0,1,45,0,1,45,1,1.00,0,0,0,0.00,0.00,Matches,3a9b682b
475,Carlos Harvey,MF,pa Panama,26,2000,3,267,89,98.9,3.0,3,89,2,0,,0,0.00,0,4,-4,-1.35,-1.35,Matches,3f18600c
476,Akam Hashim,DF,iq Iraq,27,1998,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,12,-11,-3.67,,Matches,f8416e89
477,Haissem Hassan,MF,eg Egypt,24,2002,2,126,63,26.3,1.4,1,72,0,1,54,3,0.50,2,0,+2,+1.43,+1.68,Matches,e0979e74
478,Jalal Hassan,GK,iq Iraq,35,1991,2,135,68,50.0,1.5,1,90,1,1,45,1,0.00,1,8,-7,-4.67,-2.00,Matches,87351c2e
479,Abdulaziz Hatem,MF,qa Qatar,36,1990,1,45,45,16.7,0.5,0,,0,1,45,2,0.00,0,1,-1,-2.00,+0.80,Matches,c5065ef8
480,Jorrel Hato,DF,nl Netherlands,20,2006,1,35,35,9.0,0.4,0,,0,1,35,3,1.00,0,1,-1,-2.57,-4.35,Matches,bde35051
481,Kai Havertz,FW,de Germany,27,1999,4,353,88,90.5,3.9,4,88,2,0,,0,1.75,10,4,+6,+1.53,+1.53,Matches,fed7cb61
482,Tomoki Hayakawa,GK,jp Japan,27,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,4a0023c9
483,Hassan Al-Haydos,MF,qa Qatar,35,1990,2,57,29,21.1,0.6,1,54,0,1,3,1,0.50,2,2,0,0.00,+3.38,Matches,41bd6c64
484,Jan Paul van Hecke,DF,nl Netherlands,26,2000,4,390,98,100.0,4.3,4,98,4,0,,0,2.00,11,5,+6,+1.38,,Matches,4fd08daa
485,Hwang Hee-chan,FW,kr Korea Republic,30,1996,3,108,36,40.0,1.2,1,45,0,2,32,0,1.00,2,0,+2,+1.67,+3.33,Matches,169fd162
486,Torbjørn Heggem,DF,no Norway,27,1999,5,443,89,77.7,4.9,5,89,3,0,,1,2.40,12,5,+7,+1.42,+4.97,Matches,834fea76
487,Alaa Al Hejji,MF,sa Saudi Arabia,30,1995,2,32,16,11.9,0.4,0,,0,2,16,1,0.50,0,0,0,0.00,+1.51,Matches,6d258576
488,Dean Henderson,GK,eng England,29,1997,1,90,90,12.0,1.0,1,90,1,0,,7,3.00,6,4,+2,+2.00,+1.18,Matches,e5a76dfe
489,Jordan Henderson,MF,eng England,35,1990,1,7,7,0.9,0.1,0,,0,1,7,6,3.00,3,2,+1,+12.86,+12.01,Matches,935e6b8f
490,Jack Hendry,DF,sct Scotland,31,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,1,4,-3,-1.00,,Matches,ffed43e3
491,Luiz Henrique,FWMF,br Brazil,25,2001,1,29,29,6.4,0.3,0,,0,1,29,4,1.00,0,0,0,0.00,-1.28,Matches,8059806f
492,Lucas Hernández,DF,fr France,30,1996,0,,,,,0,,0,0,,8,,,,,,,Matches,c3ee18ef
493,Theo Hernández,DF,fr France,28,1997,5,257,51,35.7,2.9,3,75,2,2,16,3,1.80,7,6,+1,+0.35,-1.40,Matches,d4c9725f
494,Lucas Herrington,DF,au Australia,18,2007,2,210,105,53.8,2.3,2,105,2,0,,2,1.00,1,1,0,0.00,0.00,Matches,6f808c85
495,Son Heung-min,FW,kr Korea Republic,33,1992,3,169,56,62.6,1.9,2,62,0,1,45,0,1.00,1,3,-2,-1.07,-1.96,Matches,92e7e919
496,Aaron Hickey,DF,sct Scotland,24,2002,1,74,74,27.4,0.8,1,74,0,0,,2,3.00,1,0,+1,+1.22,+3.05,Matches,1780bb4a
497,Isak Hien,DF,se Sweden,27,1999,3,216,72,60.0,2.4,3,72,2,0,,0,1.33,6,6,0,0.00,+1.87,Matches,12806697
498,Piero Hincapié,DF,ec Ecuador,24,2002,4,339,85,94.2,3.8,4,85,2,0,,0,1.00,1,4,-3,-0.80,-5.08,Matches,0c7a48f8
499,George Hirst,FW,sct Scotland,27,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,78e87179
500,Adam Hložek,FW,cz Czechia,23,2002,3,156,52,57.8,1.7,2,65,0,1,27,0,0.33,1,4,-3,-1.73,-0.94,Matches,5521f419
501,Tomáš Holeš,DF,cz Czechia,33,1993,2,153,77,56.7,1.7,2,77,1,0,,1,0.50,1,3,-2,-1.18,+0.36,Matches,e03c2d97
502,Lukáš Horníček,GK,cz Czechia,23,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,cc8312b4
503,Hossein Hosseini,GK,ir IR Iran,33,1992,0,,,,,0,,0,0,,3,,,,,,,Matches,fb24817c
504,Amirhossein Hosseinzadeh,FW,ir IR Iran,25,2000,2,17,9,6.3,0.2,0,,0,2,9,1,1.00,0,0,0,0.00,0.00,Matches,47270f0c
505,Robin Hranáč,DF,cz Czechia,26,2000,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,6,-4,-1.33,,Matches,95d5aea2
506,Ajdin Hrustic,MF,au Australia,29,1996,2,80,40,20.5,0.9,0,,0,2,40,2,1.00,0,0,0,0.00,0.00,Matches,1f2d714c
507,César Huerta,FWMF,mx Mexico,25,2000,1,7,7,1.6,0.1,0,,0,1,7,4,3.00,0,0,0,0.00,-1.42,Matches,de2f44ce
508,Al-Hashmi Al-Hussain,MF,qa Qatar,22,2003,1,32,32,11.9,0.4,0,,0,1,32,2,0.00,0,3,-3,-8.44,-6.55,Matches,c164fda2
509,Ayman Hussein,FW,iq Iraq,30,1996,2,115,58,42.6,1.3,2,58,1,0,,1,0.00,1,5,-4,-3.13,+0.93,Matches,8b574de7
510,Dominic Hyam,DF,sct Scotland,30,1995,0,,,,,0,,0,0,,3,,,,,,,Matches,ce95958a
511,Oh Hyeon-gyu,FW,kr Korea Republic,25,2001,3,129,43,47.8,1.4,1,73,0,2,28,0,1.00,1,1,0,0.00,+0.64,Matches,d25422fb
512,Jo Hyeon-woo,GK,kr Korea Republic,34,1991,0,,,,,0,,0,0,,3,,,,,,,Matches,c75a3145
513,Yang Hyun-jun,FWMF,kr Korea Republic,24,2002,1,20,20,7.4,0.2,0,,0,1,20,2,0.00,0,0,0,0.00,+0.36,Matches,f4cda99f
514,Roger Ibanez,DF,br Brazil,27,1998,1,45,45,10.0,0.5,1,45,0,0,,4,1.00,1,1,0,0.00,-1.33,Matches,82efe6fa
515,Yasser Ibrahim,DF,eg Egypt,33,1993,5,467,93,97.3,5.2,4,98,4,1,77,0,1.20,7,6,+1,+0.19,+0.19,Matches,0b89ad1b
516,Borja Iglesias,FW,es Spain,33,1993,1,1,1,0.1,0.0,0,,0,1,1,7,3.00,0,0,0,0.00,-1.56,Matches,75645f0e
517,Hwang In-beom,MF,kr Korea Republic,29,1996,3,263,88,97.4,2.9,3,88,2,0,,0,1.00,2,3,-1,-0.34,-0.34,Matches,92fa5d28
518,Gonçalo Inácio,DF,pt Portugal,24,2001,0,,,,,0,,0,0,,5,,,,,,,Matches,33651873
519,Christ Inao Oulaï,MF,ci Côte d'Ivoire,20,2006,4,208,52,57.8,2.3,2,75,1,2,30,0,1.50,3,3,0,0.00,-0.59,Matches,62709ee4
520,Zidane Iqbal,MF,iq Iraq,23,2003,3,188,63,69.6,2.1,2,78,1,1,32,0,0.00,0,8,-8,-3.83,-0.54,Matches,6fa3c28e
521,Nestory Irankunda,FWMF,au Australia,20,2006,4,261,65,66.9,2.9,3,72,0,1,45,0,1.25,2,1,+1,+0.34,+1.04,Matches,4ac730b2
522,Jackson Irvine,MF,au Australia,33,1993,4,223,56,57.2,2.5,2,102,1,2,10,0,1.25,1,1,0,0.00,0.00,Matches,4637747c
523,Alexander Isak,FW,se Sweden,26,1999,4,357,89,99.2,4.0,4,89,2,0,,0,1.00,6,10,-4,-1.01,-31.01,Matches,8e92be30
524,Wilson Isidor,FW,ht Haiti,25,2000,3,186,62,68.9,2.1,2,71,0,1,45,0,0.00,2,3,-1,-0.48,+4.87,Matches,a671316d
525,Jamshid Iskanderov,FWMF,uz Uzbekistan,32,1993,1,9,9,3.3,0.1,0,,0,1,9,2,0.00,0,1,-1,-10.00,-7.24,Matches,3b8abe7c
526,Zaid Ismail,MF,iq Iraq,24,2002,2,117,59,43.3,1.3,2,59,0,0,,1,0.00,1,4,-3,-2.31,+2.40,Matches,c65effaa
527,Ko Itakura,DF,jp Japan,29,1997,2,128,64,35.6,1.4,2,64,1,0,,2,2.00,4,0,+4,+2.81,+3.20,Matches,97d545ae
528,Jacob Italiano,DF,au Australia,24,2001,2,163,82,41.8,1.8,2,82,1,0,,0,1.50,1,2,-1,-0.55,-0.95,Matches,2eb0ee9a
529,Hiroki Ito,DF,jp Japan,27,1999,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,8,5,+3,+0.75,,Matches,204dded0
530,Junya Itō,MF,jp Japan,33,1993,4,216,54,60.0,2.4,2,84,1,2,25,0,1.25,6,1,+5,+2.08,+3.33,Matches,dbd3a428
531,Cedric Itten,FWMF,ch Switzerland,29,1996,3,42,14,7.0,0.5,0,,0,3,14,3,2.33,2,1,+1,+2.14,+1.66,Matches,ef233486
532,Paul Izzo,GK,au Australia,31,1995,0,,,,,0,,0,0,,4,,,,,,,Matches,f3c4d6ac
533,Nicolas Jackson,FW,sn Senegal,24,2001,4,234,59,60.0,2.6,2,86,1,2,31,0,0.75,5,6,-1,-0.38,-1.54,Matches,9c36ed83
534,Lee Jae-sung,FW,kr Korea Republic,33,1992,2,117,59,43.3,1.3,2,59,0,0,,1,1.50,0,2,-2,-1.54,-2.13,Matches,34b0387f
535,Alireza Jahanbakhsh,FWMF,ir IR Iran,32,1993,2,46,23,17.0,0.5,0,,0,2,23,1,1.00,0,0,0,0.00,0.00,Matches,08452314
536,Kristijan Jakić,DFMF,hr Croatia,29,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,a8ee54ad
537,Ismail Jakobs,DF,sn Senegal,26,1999,3,219,73,56.2,2.4,2,91,1,1,37,1,1.00,8,3,+5,+2.05,+4.16,Matches,a0415710
538,Reece James,DF,eng England,26,1999,5,319,64,42.5,3.5,3,87,2,2,29,2,2.00,8,3,+5,+1.41,+0.78,Matches,1265a93a
539,Amer Jamous,MF,jo Jordan,23,2002,1,15,15,5.6,0.2,0,,0,1,15,2,0.00,0,1,-1,-6.00,-4.59,Matches,32d4f1e1
540,Tahsin Jamshid,FW,qa Qatar,19,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,efdcf1c7
541,Luca Jaquez,DF,ch Switzerland,23,2003,2,78,39,13.0,0.9,1,73,0,1,5,2,3.00,4,1,+3,+3.46,+3.29,Matches,a400da8e
542,Ardon Jashari,MF,ch Switzerland,23,2002,3,72,24,12.0,0.8,1,45,0,2,14,3,0.67,0,3,-3,-3.75,-4.94,Matches,889588db
543,Ali Jasim,MF,iq Iraq,22,2004,2,129,65,47.8,1.4,2,65,0,0,,1,0.00,1,4,-3,-2.09,+3.01,Matches,1a927a6f
544,Danley Jean-Jacques,MF,ht Haiti,26,2000,3,259,86,95.9,2.9,3,86,2,0,,0,0.00,2,7,-5,-1.74,+6.44,Matches,59fcbd6d
545,Eom Ji-sung,MF,kr Korea Republic,24,2002,2,42,21,15.6,0.5,0,,0,2,21,1,1.50,1,0,+1,+2.14,+2.93,Matches,3a049da1
546,Raúl Jiménez,FW,mx Mexico,35,1991,4,317,79,70.4,3.5,4,79,1,0,,1,2.25,7,3,+4,+1.14,-0.89,Matches,b561db50
547,Kim Jin-gyu,MF,kr Korea Republic,29,1997,2,52,26,19.3,0.6,0,,0,2,26,1,1.50,0,1,-1,-1.73,-1.73,Matches,7c0479b1
548,Park Jinseob,DFMF,kr Korea Republic,30,1995,2,32,16,11.9,0.4,0,,0,2,16,1,1.50,0,0,0,0.00,+0.38,Matches,3316967a
549,Ruslanbek Jiyanov,FW,uz Uzbekistan,25,2001,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+3.01,Matches,3c181746
550,Ziyad Al Johani,MF,sa Saudi Arabia,24,2001,0,,,,,0,,0,0,,3,,,,,,,Matches,ac0a9132
551,Herman Johansson,MF,se Sweden,28,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,6f864562
552,Viktor Johansson,GK,se Sweden,27,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,e4a588a7
553,Alistair Johnston,DF,ca Canada,27,1998,5,450,90,100.0,5.0,5,90,5,0,,0,1.40,9,6,+3,+0.60,,Matches,4fb17e20
554,Alfie Jones,DFMF,ca Canada,28,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,e5c107a1
555,Frenkie de Jong,MF,nl Netherlands,29,1997,4,328,82,84.1,3.6,4,82,1,0,,0,2.00,10,5,+5,+1.37,-0.08,Matches,1bacc518
556,Lenny Joseph,FW,ht Haiti,25,2000,3,117,39,43.3,1.3,1,82,0,2,18,0,0.00,2,3,-1,-0.77,+2.17,Matches,d1828392
557,Bae Jun-ho,FWMF,kr Korea Republic,22,2003,0,,,,,0,,0,0,,3,,,,,,,Matches,0895ffb1
558,Edmilson Junior,MFFW,qa Qatar,31,1994,3,210,70,77.8,2.3,3,70,0,0,,0,0.33,1,6,-5,-2.14,+2.36,Matches,620764f4
559,Vinicius Júnior,FW,br Brazil,25,2000,5,440,88,97.8,4.9,5,88,4,0,,0,2.00,10,4,+6,+1.23,+1.23,Matches,7111d552
